name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost2plates,type
Eat Sleep Eat Repeat,Yes,No,bad,16,Koramangala 5th Block,Quick Bites,others,200,Delivery
Insta Cafe,Yes,No,bad,7,BTM,Cafe,others,400,Delivery
Delhi Food Factory,Yes,No,good,0,Koramangala 4th Block,Delivery,North Indian,500,Delivery
Lot Like Crepes,Yes,No,insane,1026,Koramangala 7th Block,others,others,550,Desserts
Corner House Ice Cream,No,No,insane,1547,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
Smoor,Yes,No,insane,602,Koramangala 7th Block,Dessert Parlor,"Desserts, Beverages",900,Desserts
BelgYum,Yes,No,insane,69,Koramangala 7th Block,Dessert Parlor,Desserts,400,Desserts
Krispy Kreme,Yes,No,insane,447,Koramangala 7th Block,Dessert Parlor,"Desserts, Beverages",300,Desserts
Banchharam,No,No,good,140,Koramangala 7th Block,others,others,200,Desserts
Mad Over Donuts,Yes,No,insane,706,Koramangala 7th Block,Dessert Parlor,others,450,Desserts
Baskin Robbins,No,No,insane,77,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
Sweet Chariot,Yes,No,insane,188,Koramangala 7th Block,others,"Bakery, Fast Food",500,Desserts
The Kream Story,Yes,No,insane,37,Koramangala 7th Block,others,others,500,Desserts
Frolic,Yes,No,insane,33,Koramangala 7th Block,Dessert Parlor,others,200,Desserts
Haagen Dazs,Yes,No,good,79,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800,Desserts
Maxpresso,No,No,insane,324,Koramangala 7th Block,Cafe,others,700,Desserts
Cookie Man,Yes,No,insane,100,Koramangala 7th Block,Dessert Parlor,Bakery,150,Desserts
The Chocolate Room,No,No,good,64,Koramangala 7th Block,others,others,600,Desserts
The Donut Baker,No,No,good,62,Koramangala 7th Block,others,Desserts,150,Desserts
Warm Oven,Yes,No,good,28,Koramangala 7th Block,Bakery,"Bakery, Desserts",500,Desserts
INDULGE by InnerChef,Yes,No,good,29,Koramangala 7th Block,Bakery,"Desserts, Bakery",400,Desserts
Keventers,Yes,No,bad,6,Koramangala 7th Block,others,others,400,Desserts
Baker's Treat,No,No,good,0,Koramangala 7th Block,others,"Bakery, Desserts",350,Desserts
Cupcake Bliss,Yes,No,good,0,Koramangala 7th Block,Bakery,Bakery,200,Desserts
Baking Delite,No,No,good,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550,Desserts
5 Degree Centigrade,No,No,good,0,Koramangala 7th Block,others,others,150,Desserts
Me And My Cake,No,No,bad,5,Koramangala 7th Block,others,"Bakery, Desserts",500,Desserts
Shree Mithai,No,No,bad,9,Koramangala 7th Block,others,others,150,Desserts
Cream N Desserts,No,No,good,49,Koramangala 7th Block,others,"Desserts, Beverages",400,Desserts
Cake Yard,No,No,bad,30,Koramangala 7th Block,Dessert Parlor,Desserts,250,Desserts
Dipd N Chocolate,Yes,No,good,0,Koramangala 7th Block,Cafe,"Cafe, Desserts",300,Desserts
The Bier Library,Yes,Yes,insane,582,Koramangala 6th Block,others,others,2000,Desserts
Kurtoskalacs,No,No,insane,277,Koramangala 5th Block,others,others,400,Desserts
Bonsouth,Yes,Yes,insane,2619,Koramangala 5th Block,Casual Dining,others,1300,Desserts
Onesta,Yes,Yes,insane,9085,Koramangala 4th Block,others,others,600,Desserts
Third Wave Coffee Roasters,No,No,insane,1227,Koramangala 4th Block,Cafe,others,800,Desserts
Zee5 Loft,Yes,No,insane,364,Koramangala 6th Block,Cafe,others,500,Desserts
Eat Street,No,No,insane,1534,Koramangala 6th Block,Quick Bites,others,600,Desserts
Sixth Avenue Cafe And Patisserie,No,No,insane,177,Koramangala 5th Block,others,others,600,Desserts
XO Belgian Waffle,Yes,No,insane,835,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",400,Desserts
Stoner,Yes,No,insane,2629,Koramangala 5th Block,others,others,500,Desserts
Roundup Cafe,Yes,Yes,insane,517,Koramangala 5th Block,Cafe,others,800,Desserts
Carrots,Yes,Yes,insane,602,Koramangala 6th Block,Casual Dining,others,1100,Desserts
Snow'ora,Yes,Yes,insane,343,Koramangala 4th Block,Quick Bites,others,450,Desserts
Krem,Yes,No,insane,61,Koramangala 5th Block,Dessert Parlor,others,450,Desserts
Occasions,Yes,No,insane,191,Koramangala 4th Block,Bakery,"Bakery, Desserts",400,Desserts
Anand Sweets And Savouries,Yes,No,insane,1077,Koramangala 5th Block,others,"Mithai, Street Food",400,Desserts
99 Pancakes,Yes,No,insane,349,Koramangala 5th Block,others,others,300,Desserts
eat.fit,Yes,No,insane,158,Koramangala 5th Block,Delivery,others,500,Desserts
CakeZone,No,No,good,124,Koramangala 4th Block,Bakery,"Bakery, Desserts",500,Desserts
Art of Delight,No,No,insane,450,Koramangala 5th Block,Dessert Parlor,others,400,Desserts
Polar Bear,Yes,No,insane,196,Koramangala 6th Block,Dessert Parlor,others,400,Desserts
Fresh Pressery Cafe,Yes,No,insane,141,Koramangala 5th Block,Cafe,others,1200,Desserts
Berry'd Alive,Yes,No,insane,1902,Koramangala 5th Block,Dessert Parlor,Desserts,400,Desserts
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,insane,151,others,Casual Dining,others,1100,Desserts
Smally's Resto Cafe,Yes,Yes,insane,1706,Koramangala 5th Block,Cafe,others,650,Desserts
IceBreakers,No,No,insane,499,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
Cupcake Noggins,No,No,insane,723,Koramangala 4th Block,others,"Desserts, Bakery",300,Desserts
Cream Chemistry,Yes,No,good,231,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",500,Desserts
The Belgian Waffle Co.,Yes,No,insane,180,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",350,Desserts
Belgian Waffle Factory,Yes,No,insane,193,Koramangala 5th Block,Dessert Parlor,Desserts,400,Desserts
Bite Me Cupcakes,Yes,No,insane,191,Koramangala 4th Block,Dessert Parlor,Desserts,300,Desserts
Frozen Bottle,Yes,No,insane,240,Koramangala 5th Block,others,others,400,Desserts
The Marash,Yes,No,insane,68,Koramangala 5th Block,Dessert Parlor,others,250,Desserts
Om Sweets & Snacks,No,No,good,34,Koramangala 5th Block,others,others,150,Desserts
CakeWalk,No,No,insane,366,Koramangala 4th Block,others,"Desserts, Bakery",300,Desserts
Assi Tussi Lassi,Yes,No,good,26,Ejipura,others,others,200,Desserts
Cream Stone,Yes,No,insane,341,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",500,Desserts
The Waffles Hut,Yes,No,good,23,Koramangala 5th Block,Dessert Parlor,Desserts,400,Desserts
Black Deer,Yes,No,insane,149,Koramangala 5th Block,"Takeaway, Delivery","Beverages, Desserts",350,Desserts
Lassi Shop,Yes,No,insane,211,Koramangala 5th Block,others,others,200,Desserts
Pabrai's Fresh & Naturelle Icecreams,Yes,No,good,128,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
Kanti Sweets,Yes,No,good,68,others,others,"Mithai, Street Food",400,Desserts
Just Bake,Yes,No,good,123,Koramangala 5th Block,Bakery,"Bakery, Desserts",400,Desserts
Aubree Le Chocolatier,Yes,No,good,18,Koramangala 6th Block,Dessert Parlor,Desserts,300,Desserts
WAFL Co,Yes,No,insane,53,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",400,Desserts
Ooty Chocolates,Yes,No,insane,157,Koramangala 4th Block,Dessert Parlor,Desserts,300,Desserts
Bombay Kulfis,Yes,No,good,27,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,Desserts
Sweet Truth,Yes,No,insane,23,Koramangala 6th Block,Delivery,"Bakery, Desserts",500,Desserts
Haji Ali Juice Centre,Yes,No,insane,152,Koramangala 5th Block,others,others,350,Desserts
Gelato Italiano,Yes,No,good,110,Koramangala 5th Block,Dessert Parlor,others,200,Desserts
Juicy,No,No,good,44,Koramangala 5th Block,others,others,200,Desserts
Ibaco,Yes,No,insane,350,Koramangala 4th Block,Dessert Parlor,Desserts,300,Desserts
Chocolat Boulangerie Patisserie,No,No,insane,445,Koramangala 4th Block,Dessert Parlor,others,400,Desserts
The French Loaf,No,No,good,35,Koramangala 5th Block,Bakery,others,400,Desserts
Lakeview Milkbar,No,No,good,290,others,others,others,500,Desserts
Cake Box,Yes,No,bad,99,others,Bakery,"Bakery, Desserts",400,Desserts
Brownie Heaven,Yes,No,good,18,Koramangala 5th Block,Dessert Parlor,Desserts,300,Desserts
Iyengar's Bakery,No,No,bad,11,Koramangala 6th Block,Bakery,Bakery,200,Desserts
Bansuri Sweets,No,No,good,73,Koramangala 6th Block,others,others,250,Desserts
Stoned Monkey,Yes,No,insane,511,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
Brownie Points,Yes,No,good,25,Koramangala 4th Block,Bakery,"Bakery, Desserts",300,Desserts
Lassi Corner,Yes,No,bad,16,Koramangala 5th Block,others,"Beverages, Desserts",300,Desserts
Crave,No,No,good,0,Koramangala 4th Block,Bakery,Bakery,600,Desserts
Uday Sweets,Yes,No,bad,34,Koramangala 6th Block,others,others,250,Desserts
TRIGEREATO,Yes,Yes,insane,104,others,Cafe,others,700,Desserts
Karachi Bakery,Yes,No,bad,6,Koramangala 5th Block,Bakery,"Bakery, Desserts",400,Desserts
Cafe On The Way,Yes,No,insane,275,others,Cafe,Cafe,500,Desserts
Cakes & Candles,Yes,No,bad,11,Koramangala 5th Block,others,"Bakery, Desserts",300,Desserts
Panwaadi,No,No,good,0,Koramangala 4th Block,Dessert Parlor,others,100,Desserts
Daily Bread,No,No,bad,53,Koramangala 4th Block,others,others,600,Desserts
Sugary Bakers - A Boutique Bakery,No,No,good,0,others,Bakery,"Bakery, Desserts",200,Desserts
Apsara Ice Cream,No,No,insane,147,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,Desserts
Zero Kelvin,Yes,No,insane,169,Koramangala 4th Block,Dessert Parlor,"Desserts, Beverages",450,Desserts
Skinz Ooty Chocolate,Yes,No,good,0,others,Dessert Parlor,Desserts,200,Desserts
Chocalot,No,No,good,0,Koramangala 5th Block,Dessert Parlor,Desserts,800,Desserts
Vanilla Pod,No,No,good,0,Koramangala 4th Block,Bakery,Bakery,300,Desserts
Raptures Chocolates,Yes,No,good,0,Koramangala 4th Block,Delivery,Desserts,250,Desserts
Cake Fantasy,Yes,No,good,0,Koramangala 4th Block,others,"Desserts, Bakery",300,Desserts
Forum Bakes & Cafe,Yes,No,good,0,others,others,"Bakery, Fast Food",200,Desserts
Waffle In The Box,Yes,No,good,0,Ejipura,Dessert Parlor,Desserts,300,Desserts
Arafa Juice Center,No,No,bad,10,Koramangala 5th Block,Quick Bites,others,250,Desserts
The Choux Box,No,No,bad,11,Koramangala 6th Block,"Takeaway, Delivery","Desserts, Bakery",300,Desserts
Straight From The Heart,No,No,bad,5,Koramangala 6th Block,Bakery,"Bakery, Desserts",300,Desserts
Delightz,No,No,insane,40,Koramangala 6th Block,Dessert Parlor,others,300,Desserts
Niice Cream,No,No,good,38,Koramangala 5th Block,Dessert Parlor,others,400,Desserts
Fetchpod Cafe,No,No,bad,12,Koramangala 6th Block,Cafe,others,500,Desserts
The Sweet Spot,No,No,insane,157,Koramangala 6th Block,Dessert Parlor,Desserts,300,Desserts
RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,No,No,good,13,Koramangala 4th Block,Dessert Parlor,Desserts,400,Desserts
Nandhana Mithai,No,No,good,0,Koramangala 4th Block,others,others,500,Desserts
FrostBite,No,No,bad,15,Koramangala 5th Block,others,others,400,Desserts
Creme & Cheese,No,No,good,18,Koramangala 4th Block,"Takeaway, Delivery",Desserts,850,Desserts
Sofiya Cakes,No,No,good,0,Koramangala 5th Block,Delivery,"Bakery, Desserts",300,Desserts
Gowri Sweets,No,No,bad,4,others,others,"Mithai, Street Food",300,Desserts
Amrutha Sweets,No,No,bad,13,Ejipura,Quick Bites,others,200,Desserts
Sangam Sweets,Yes,No,good,75,others,others,"Mithai, Street Food",200,Desserts
Calvin's,Yes,No,good,434,Koramangala 5th Block,others,Desserts,800,Desserts
Oregano Pizzeria,Yes,No,good,52,Koramangala 4th Block,Cafe,others,450,Desserts
Bistro Claytopia,Yes,Yes,insane,1855,Koramangala 1st Block,Cafe,others,600,Desserts
Choco Cheese,Yes,No,good,0,BTM,Dessert Parlor,Desserts,300,Desserts
Gogula's Sweets & Chats,Yes,No,insane,208,BTM,others,others,200,Desserts
Natural Ice Cream,No,No,insane,942,Koramangala 1st Block,Dessert Parlor,others,200,Desserts
Sreeraj Lassi Bar,Yes,No,insane,87,BTM,others,Beverages,200,Desserts
Call A Cake,Yes,No,good,41,BTM,Delivery,Bakery,500,Desserts
Yeti,No,No,good,22,BTM,others,others,300,Desserts
New Surya Sweets & Snacks,No,No,bad,7,BTM,others,others,300,Desserts
Cafe Arabica,No,No,good,69,Bannerghatta Road,others,others,700,Desserts
Sri Annapoorna Bajji Center,No,No,good,15,Jayanagar,others,"Mithai, Street Food",100,Desserts
Mycakeshop,Yes,No,good,0,BTM,Bakery,"Bakery, Desserts",300,Desserts
Jodhpur Sweets & Corner,No,No,good,21,BTM,others,others,200,Desserts
Chef Baker's,Yes,No,good,37,Koramangala 1st Block,others,Bakery,450,Desserts
Kulfi & More,No,No,bad,7,Koramangala 1st Block,Dessert Parlor,others,200,Desserts
Special Malai Gola,No,No,good,0,BTM,Dessert Parlor,Ice Cream,200,Desserts
iFruit Live Ice Creams,No,No,bad,10,Koramangala 1st Block,Dessert Parlor,Ice Cream,300,Desserts
French Bakery,No,No,bad,7,BTM,Delivery,others,250,Desserts
The Cheesecake Corner,No,No,good,48,BTM,"Takeaway, Delivery",Desserts,400,Desserts
Shree Saraswathi Sweets Centre,Yes,No,bad,9,others,others,"Mithai, Street Food",100,Desserts
Candy Cake,No,No,bad,6,BTM,Bakery,Bakery,500,Desserts
Jigarthanda,No,No,good,12,BTM,Quick Bites,others,200,Desserts
Priya Bakery,No,No,good,0,others,Quick Bites,others,150,Desserts
Amarnath Ice Cream Parlour,No,No,good,0,Koramangala 1st Block,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
Cake Paradise,Yes,No,good,0,Jayanagar,Bakery,"Bakery, Desserts",350,Desserts
Udupi Anand Bhavan Sweets,No,No,good,0,others,others,Mithai,300,Desserts
Chilld Monk,Yes,No,bad,9,BTM,Dessert Parlor,"Desserts, Ice Cream",250,Desserts
Chillout,Yes,No,good,0,BTM,Cafe,others,200,Desserts
Choice Bakery,No,No,good,0,BTM,others,"Bakery, Fast Food",200,Desserts
Spoorthi Ice Cream,No,No,good,0,BTM,Dessert Parlor,"Desserts, Ice Cream",150,Desserts
Food Prade Dairy Delight,No,No,good,0,Bannerghatta Road,Dessert Parlor,Desserts,300,Desserts
Dribzz Bakes & Cafe,No,No,good,0,BTM,Quick Bites,others,200,Desserts
Oolala,No,No,good,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",600,Desserts
Home Treats,No,No,good,0,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",250,Desserts
Cocoa Bakes,Yes,No,good,0,Jayanagar,Bakery,"Bakery, Desserts",350,Desserts
Mist n Creams,Yes,No,good,0,Ejipura,Dessert Parlor,Ice Cream,400,Desserts
Smack Cafe,No,No,good,0,Koramangala 1st Block,Cafe,Cafe,400,Desserts
Rajeev Bakery & Juice,No,No,good,0,Richmond Road,others,others,150,Desserts
La Passion Cafe,Yes,No,good,0,BTM,Cafe,Cafe,500,Desserts
House Of Wholewheat,Yes,No,bad,6,Koramangala 1st Block,Bakery,"Bakery, Desserts",200,Desserts
RP Sweets,No,No,bad,9,BTM,others,Mithai,300,Desserts
New Bhangaru Sweets,No,No,good,0,BTM,others,Mithai,300,Desserts
Meraki Patisserie,No,No,bad,6,Jayanagar,Bakery,"Bakery, Desserts",350,Desserts
Arya S.L.Bakery,No,No,good,0,Richmond Road,others,others,200,Desserts
Bake Land,No,No,bad,15,others,Bakery,Bakery,150,Desserts
Cakes and Moulds,No,No,good,19,Koramangala 1st Block,Bakery,"Bakery, Desserts",300,Desserts
Kulfi Club,No,No,good,0,BTM,Dessert Parlor,"Desserts, Ice Cream",200,Desserts
Watheen Nuts,No,No,good,0,BTM,"Takeaway, Delivery",Desserts,400,Desserts
Sri venkateshwara Cake House,No,No,good,0,BTM,Bakery,"Bakery, Desserts",500,Desserts
New Surya Sweets & Snacks,No,No,bad,5,BTM,others,"Mithai, Street Food",350,Desserts
Chocolate Bomb,No,No,good,0,BTM,Bakery,Bakery,300,Desserts
Bakewalk,No,No,bad,4,others,Bakery,others,200,Desserts
Shivaay's Cafe,No,No,good,0,others,others,others,400,Desserts
Bombay Kulfi,No,No,good,0,Koramangala 1st Block,Dessert Parlor,"Desserts, Ice Cream",150,Desserts
Oye Mithai,Yes,No,good,0,Koramangala 1st Block,others,Mithai,200,Desserts
The Chef's Cake & Bakes,Yes,No,good,0,Richmond Road,Dessert Parlor,Desserts,800,Desserts
Juice Shop,Yes,No,bad,24,BTM,"Takeaway, Delivery",others,150,Desserts
Fenny's Lounge And Kitchen,No,Yes,insane,6385,Koramangala 7th Block,others,others,1600,Dine-out
Biergarten,No,Yes,insane,516,Koramangala 5th Block,others,others,2100,Dine-out
Salt - Indian Restaurant Bar & Grill,Yes,Yes,insane,683,Koramangala 7th Block,Casual Dining,others,1500,Dine-out
Koramangala Social,Yes,No,insane,4714,Koramangala 7th Block,others,others,1500,Dine-out
Bombay Adda,No,Yes,insane,2391,Koramangala 7th Block,"Casual Dining, Bar",others,1100,Dine-out
Punjab Bistro,Yes,Yes,insane,459,Koramangala 7th Block,"Casual Dining, Bar",North Indian,1500,Dine-out
Gramin,Yes,No,insane,3468,Koramangala 7th Block,Casual Dining,North Indian,600,Dine-out
Toscano,Yes,Yes,insane,727,Koramangala 7th Block,Casual Dining,others,1500,Dine-out
Bob's Bar,No,No,good,0,Koramangala 7th Block,others,others,1000,Dine-out
Harry's Bar + Cafe,Yes,Yes,insane,1372,Koramangala 7th Block,"Casual Dining, Bar",others,1400,Dine-out
Lot Like Crepes,Yes,No,insane,1027,Koramangala 7th Block,others,others,550,Dine-out
Rajdhani Thali Restaurant,Yes,Yes,insane,797,Koramangala 7th Block,Casual Dining,North Indian,900,Dine-out
Tibetan Mother's Kitchen,Yes,No,insane,960,Koramangala 7th Block,Casual Dining,others,500,Dine-out
Eagles Pizza,Yes,No,good,19,Koramangala 7th Block,Casual Dining,others,400,Dine-out
The Vacationer's Cafe,Yes,No,insane,306,Koramangala 7th Block,Cafe,others,600,Dine-out
Zingron,Yes,No,insane,516,Koramangala 7th Block,Casual Dining,others,750,Dine-out
Baba Da Dhaba,No,Yes,insane,455,Koramangala 7th Block,Casual Dining,North Indian,650,Dine-out
Smoke - The Sizzler House,Yes,Yes,insane,1394,Koramangala 7th Block,Casual Dining,others,1100,Dine-out
JukeBox,No,Yes,good,283,Koramangala 7th Block,"Casual Dining, Bar",others,1000,Dine-out
Tata Cha,Yes,No,good,32,Koramangala 7th Block,Cafe,others,500,Dine-out
Bangaliana,Yes,No,good,454,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Aalishan Restaurant & Caterer,Yes,No,bad,889,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai",650,Dine-out
Vitamin Palace,No,No,insane,172,Koramangala 7th Block,Cafe,others,650,Dine-out
Axomi - Taste of Assam,Yes,No,insane,616,Koramangala 7th Block,Casual Dining,others,500,Dine-out
Saara's Cafe - SS Lumina Hotel,No,Yes,insane,117,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Breaktime Brew,Yes,No,good,24,Koramangala 7th Block,Cafe,Cafe,550,Dine-out
Saara's Grill n Spice - SS Lumina Hotel,No,Yes,insane,108,Koramangala 7th Block,Casual Dining,others,1000,Dine-out
Polamma's Mess,No,No,good,26,Koramangala 7th Block,others,"North Indian, Chinese, Biryani",300,Dine-out
Empire Restaurant,No,No,good,144,Koramangala 7th Block,Casual Dining,others,750,Dine-out
Maxpresso,No,No,insane,324,Koramangala 7th Block,Cafe,others,700,Dine-out
Kebarbiq,No,No,insane,138,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Hotel Parampare,Yes,No,bad,13,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Smokey Tribe Restaurant,Yes,No,good,267,Koramangala 7th Block,Casual Dining,others,650,Dine-out
Pizza Hut,Yes,No,good,707,Koramangala 7th Block,Casual Dining,"Pizza, Fast Food",750,Dine-out
Cafe Noir,Yes,No,good,0,Koramangala 7th Block,Casual Dining,others,1500,Dine-out
Gam's Delicacy,Yes,Yes,insane,325,Koramangala 7th Block,Casual Dining,others,800,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,bad,249,Koramangala 7th Block,Casual Dining,others,400,Dine-out
Maria's Goan Kitchen,Yes,No,insane,396,Koramangala 7th Block,Casual Dining,others,750,Dine-out
Hotel Food Lands,Yes,No,good,57,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Elmas Restaurant,Yes,No,bad,34,Koramangala 7th Block,Casual Dining,others,650,Dine-out
Selfie Cafe,No,No,good,19,Koramangala 7th Block,others,others,300,Dine-out
The Golden Spoon Restaurant Meat & Wine,No,No,bad,14,Koramangala 7th Block,Casual Dining,"Chinese, North Indian",1000,Dine-out
Barbeque Station,Yes,No,bad,152,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Daawat Restaurant Bar & Pub,Yes,No,bad,9,Koramangala 7th Block,others,others,700,Dine-out
Cafe Coffee Day,Yes,No,bad,73,Koramangala 7th Block,Cafe,Cafe,650,Dine-out
Hotel Kaara Chaaram,No,No,good,0,Koramangala 7th Block,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out
The Eatery Cafe and Restaurant,No,No,good,0,Koramangala 7th Block,Cafe,"Cafe, Continental",500,Dine-out
